,Number of Insured,Number of Uninsured,State,Race,RACECAT,IPRCAT,Income Poverty Ratio,Age Range,AGECAT,Sex,SEXCAT,Year,state
8026,71909,6388,Massachusetts,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8027,51922,4473,Massachusetts,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8028,143359,5406,Massachusetts,"Black alone, not Hispanic",2,0,All Incomes,21 to 64 years,5,Female Only,2,2020,25
8029,44186,2268,Massachusetts,"Black alone, not Hispanic",2,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8030,56104,2936,Massachusetts,"Black alone, not Hispanic",2,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8031,29775,1423,Massachusetts,"Black alone, not Hispanic",2,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8032,87930,4282,Massachusetts,"Black alone, not Hispanic",2,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8033,58155,2859,Massachusetts,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8034,451863,41264,Massachusetts,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Both Sexes,0,2020,25
8035,150466,19962,Massachusetts,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Both Sexes,0,2020,25
8036,190827,25392,Massachusetts,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Both Sexes,0,2020,25
8037,100602,12751,Massachusetts,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Both Sexes,0,2020,25
8038,286658,34793,Massachusetts,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,25
8039,186056,22042,Massachusetts,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Both Sexes,0,2020,25
8040,218655,23801,Massachusetts,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Male Only,1,2020,25
8041,62703,10334,Massachusetts,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8042,82973,13691,Massachusetts,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8043,39498,6137,Massachusetts,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8044,133012,19696,Massachusetts,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8045,93514,13559,Massachusetts,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Male Only,1,2020,25
8046,233208,17463,Massachusetts,Hispanic (any race),3,0,All Incomes,21 to 64 years,5,Female Only,2,2020,25
8047,87763,9628,Massachusetts,Hispanic (any race),3,1,<= 200% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8048,107854,11701,Massachusetts,Hispanic (any race),3,2,<= 250% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8049,61104,6614,Massachusetts,Hispanic (any race),3,3,<= 138% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8050,153646,15097,Massachusetts,Hispanic (any race),3,4,<= 400% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8051,92542,8483,Massachusetts,Hispanic (any race),3,5,138% to 400% of Poverty,21 to 64 years,5,Female Only,2,2020,25
8052,7444687,509720,Michigan,All Races,0,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,26
8053,2084654,234696,Michigan,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8054,2678235,294246,Michigan,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8055,1360463,150669,Michigan,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8056,4343135,413865,Michigan,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8057,2982672,263196,Michigan,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8058,3677632,297052,Michigan,All Races,0,0,All Incomes,Under 65 years,0,Male Only,1,2020,26
8059,960345,130602,Michigan,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,26
8060,1249621,165899,Michigan,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,26
8061,616962,83060,Michigan,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,26
8062,2086400,238448,Michigan,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8063,1469438,155388,Michigan,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8064,3767055,212668,Michigan,All Races,0,0,All Incomes,Under 65 years,0,Female Only,2,2020,26
8065,1124309,104094,Michigan,All Races,0,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,26
8066,1428614,128347,Michigan,All Races,0,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,26
8067,743501,67609,Michigan,All Races,0,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,26
8068,2256735,175417,Michigan,All Races,0,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8069,1513234,107808,Michigan,All Races,0,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8070,5433120,335812,Michigan,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,26
8071,1239441,139809,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8072,1651078,179533,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8073,768075,85452,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8074,2902450,264198,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8075,2134375,178746,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8076,2709357,198238,Michigan,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Male Only,1,2020,26
8077,575592,78685,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,26
8078,776618,102218,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,26
8079,349781,47728,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,26
8080,1407096,154060,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8081,1057315,106332,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8082,2723763,137574,Michigan,"White alone, not Hispanic",1,0,All Incomes,Under 65 years,0,Female Only,2,2020,26
8083,663849,61124,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,26
8084,874460,77315,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,26
8085,418294,37724,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,26
8086,1495354,110138,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8087,1077060,72414,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8088,1002041,81145,Michigan,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,26
8089,492808,46310,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8090,586437,55513,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8091,357624,32468,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8092,784248,71089,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8093,426624,38621,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8094,466727,46200,Michigan,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Male Only,1,2020,26
8095,217721,25588,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,26
8096,261914,31026,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,26
8097,157402,18046,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,26
8098,358554,40212,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8099,201152,22166,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8100,535314,34945,Michigan,"Black alone, not Hispanic",2,0,All Incomes,Under 65 years,0,Female Only,2,2020,26
8101,275087,20722,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,26
8102,324523,24487,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,26
8103,200222,14422,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,26
8104,425694,30877,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8105,225472,16455,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8106,438127,56952,Michigan,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Both Sexes,0,2020,26
8107,180343,31833,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8108,226010,38829,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8109,118114,21264,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8110,323556,50159,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8111,205442,28895,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Both Sexes,0,2020,26
8112,220149,31836,Michigan,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Male Only,1,2020,26
8113,86580,16952,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Male Only,1,2020,26
8114,109825,21059,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Male Only,1,2020,26
8115,55643,10960,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Male Only,1,2020,26
8116,160268,27766,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8117,104625,16806,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Male Only,1,2020,26
8118,217978,25116,Michigan,Hispanic (any race),3,0,All Incomes,Under 65 years,0,Female Only,2,2020,26
8119,93763,14881,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,Under 65 years,0,Female Only,2,2020,26
8120,116185,17770,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,Under 65 years,0,Female Only,2,2020,26
8121,62471,10304,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,Under 65 years,0,Female Only,2,2020,26
8122,163288,22393,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8123,100817,12089,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,Under 65 years,0,Female Only,2,2020,26
8124,5425739,457691,Michigan,All Races,0,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,26
8125,1357376,209427,Michigan,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8126,1765322,263163,Michigan,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8127,879227,134722,Michigan,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8128,2966290,370066,Michigan,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8129,2087063,235344,Michigan,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8130,2645611,269896,Michigan,All Races,0,0,All Incomes,18 to 64 years,1,Male Only,1,2020,26
8131,589698,117826,Michigan,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8132,784000,150109,Michigan,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8133,372331,75126,Michigan,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8134,1382091,215657,Michigan,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8135,1009760,140531,Michigan,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8136,2780128,187795,Michigan,All Races,0,0,All Incomes,18 to 64 years,1,Female Only,2,2020,26
8137,767678,91601,Michigan,All Races,0,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8138,981322,113054,Michigan,All Races,0,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8139,506896,59596,Michigan,All Races,0,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8140,1584199,154409,Michigan,All Races,0,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8141,1077303,94813,Michigan,All Races,0,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8142,4092817,301671,Michigan,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,26
8143,866418,125016,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8144,1154753,160810,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8145,542504,76843,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8146,2068667,236279,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8147,1526163,159436,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8148,2022937,180510,Michigan,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Male Only,1,2020,26
8149,384369,71469,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8150,522302,92970,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8151,234008,43696,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8152,979806,139685,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8153,745798,95989,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8154,2069880,121161,Michigan,"White alone, not Hispanic",1,0,All Incomes,18 to 64 years,1,Female Only,2,2020,26
8155,482049,53547,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8156,632451,67840,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8157,308496,33147,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8158,1088861,96594,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8159,780365,63447,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8160,700015,74008,Michigan,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,26
8161,301741,41603,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8162,368042,50122,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8163,212966,29003,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8164,518262,64485,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8165,305296,35482,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8166,312989,42348,Michigan,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Male Only,1,2020,26
8167,121504,23056,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8168,151420,28117,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8169,84998,16179,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8170,223468,36647,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8171,138470,20468,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8172,387026,31660,Michigan,"Black alone, not Hispanic",2,0,All Incomes,18 to 64 years,1,Female Only,2,2020,26
8173,180237,18547,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8174,216622,22005,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8175,127968,12824,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8176,294794,27838,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8177,166826,15014,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8178,264617,50164,Michigan,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Both Sexes,0,2020,26
8179,91190,27766,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8180,118331,33990,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8181,57008,18455,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8182,181065,44032,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8183,124057,25577,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Both Sexes,0,2020,26
8184,131721,28251,Michigan,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Male Only,1,2020,26
8185,41068,14755,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8186,54979,18476,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8187,24536,9427,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8188,87152,24500,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8189,62616,15073,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Male Only,1,2020,26
8190,132896,21913,Michigan,Hispanic (any race),3,0,All Incomes,18 to 64 years,1,Female Only,2,2020,26
8191,50122,13011,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8192,63352,15514,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8193,32472,9028,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8194,93913,19532,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8195,61441,10504,Michigan,Hispanic (any race),3,5,138% to 400% of Poverty,18 to 64 years,1,Female Only,2,2020,26
8196,2956075,200396,Michigan,All Races,0,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,26
8197,629054,86451,Michigan,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8198,825310,109235,Michigan,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8199,407419,56097,Michigan,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8200,1446681,157963,Michigan,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8201,1039262,101866,Michigan,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8202,1431057,107986,Michigan,All Races,0,0,All Incomes,40 to 64 years,2,Male Only,1,2020,26
8203,284677,45715,Michigan,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8204,375767,57967,Michigan,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8205,184564,29961,Michigan,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8206,678377,84677,Michigan,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8207,493813,54716,Michigan,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8208,1525018,92410,Michigan,All Races,0,0,All Incomes,40 to 64 years,2,Female Only,2,2020,26
8209,344377,40736,Michigan,All Races,0,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8210,449543,51268,Michigan,All Races,0,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8211,222855,26136,Michigan,All Races,0,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8212,768304,73286,Michigan,All Races,0,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8213,545449,47150,Michigan,All Races,0,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8214,2326577,141337,Michigan,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,26
8215,419382,54992,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8216,563686,71260,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8217,262858,34217,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8218,1054723,108149,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8219,791865,73932,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8220,1141749,78014,Michigan,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Male Only,1,2020,26
8221,193677,30109,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8222,261346,38910,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8223,121071,19064,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8224,503528,59526,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8225,382457,40462,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8226,1184828,63323,Michigan,"White alone, not Hispanic",1,0,All Incomes,40 to 64 years,2,Female Only,2,2020,26
8227,225705,24883,Michigan,"White alone, not Hispanic",1,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8228,302340,32350,Michigan,"White alone, not Hispanic",1,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8229,141787,15153,Michigan,"White alone, not Hispanic",1,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8230,551195,48623,Michigan,"White alone, not Hispanic",1,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8231,409408,33470,Michigan,"White alone, not Hispanic",1,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8232,358544,27203,Michigan,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,26
8233,143155,15111,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8234,174278,18029,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8235,102262,10746,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8236,249593,23248,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8237,147331,12502,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8238,158282,13368,Michigan,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Male Only,1,2020,26
8239,60586,7339,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8240,74095,8842,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8241,44355,5356,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8242,107788,11388,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8243,63433,6032,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Male Only,1,2020,26
8244,200262,13835,Michigan,"Black alone, not Hispanic",2,0,All Incomes,40 to 64 years,2,Female Only,2,2020,26
8245,82569,7772,Michigan,"Black alone, not Hispanic",2,1,<= 200% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8246,100183,9187,Michigan,"Black alone, not Hispanic",2,2,<= 250% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8247,57907,5390,Michigan,"Black alone, not Hispanic",2,3,<= 138% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8248,141805,11860,Michigan,"Black alone, not Hispanic",2,4,<= 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8249,83898,6470,Michigan,"Black alone, not Hispanic",2,5,138% to 400% of Poverty,40 to 64 years,2,Female Only,2,2020,26
8250,109617,21004,Michigan,Hispanic (any race),3,0,All Incomes,40 to 64 years,2,Both Sexes,0,2020,26
8251,31682,11305,Michigan,Hispanic (any race),3,1,<= 200% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8252,42097,13910,Michigan,Hispanic (any race),3,2,<= 250% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8253,19100,7507,Michigan,Hispanic (any race),3,3,<= 138% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
8254,67809,18242,Michigan,Hispanic (any race),3,4,<= 400% of Poverty,40 to 64 years,2,Both Sexes,0,2020,26
